# All channel videos for pattern '(19th Chopin Competition, Warsaw)'
# matched	published_at	video_id	title
true	2025-10-10T15:42:47Z	hErQuNUHsMc	XIAOYU HU – second round (19th Chopin Competition, Warsaw)
true	2025-10-10T14:59:05Z	0ebsV-X_uNk	ZIHAN JIN – second round (19th Chopin Competition, Warsaw)
true	2025-10-10T13:49:19Z	2VLR4yAY0Aw	ERIC GUO – second round (19th Chopin Competition, Warsaw)
false	2025-10-10T13:08:38Z	16cJRuyc208	The 19th International Fryderyk Chopin Piano Competition (morning session), 10.10.2025
false	2025-10-10T07:00:57Z	ucwXX9A68hA	CHOPIN, CHOPIN! | making of
true	2025-10-09T22:25:17Z	KzuyiKqRHwE	YUBO DENG – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T22:08:49Z	v0qXEIV_hJg	XUEHONG CHEN – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T21:13:44Z	uW4HzjKN2QI	YANG (JACK) GAO – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T20:59:56Z	kJ9_eHujiGk	ZIXI CHEN – second round (19th Chopin Competition, Warsaw)
false	2025-10-09T20:03:12Z	1hNRLhmMNHo	The 19th International Fryderyk Chopin Piano Competition (evening session), 9.10.2025
true	2025-10-09T17:37:09Z	MsaCHVBpGvI	KEVIN CHEN – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T16:34:57Z	tGGTT81H80U	KAI-MIN CHANG – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T14:28:20Z	7sbdNNkZkEY	JONAS AUMILLER – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T14:12:53Z	PjQQa0YtGq0	YANYAN BAO – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T13:42:39Z	44z1KHaLW0A	PIOTR ALEXEWICZ – second round (19th Chopin Competition, Warsaw)
true	2025-10-09T13:37:38Z	pKrZFdwMKB8	JACKY ZHANG – second round (19th Chopin Competition, Warsaw)
false	2025-10-09T13:36:08Z	Ys9jsV_aPxo	The 19th International Fryderyk Chopin Piano Competition (morning session), 9.10.2025
false	2025-10-09T13:00:58Z	OlypOiFL9Mc	Behind the scenes: Jury
false	2025-10-08T21:39:55Z	T7VcxFThSfw	II Kolędowy Wehikuł Czasu | II Christmas carol time machine
false	2025-10-08T14:35:22Z	OtwsMstKOWg	F. Chopin - „Poseł" [The Messenger] | PJM
false	2025-10-08T10:00:07Z	4PJs-DVj45c	Feliks Janiewicz­ – życie, twórczość, inspiracja | Feliks Janiewicz – Life, Art, Inspiration
true	2025-10-07T21:22:56Z	G1zEgYkoLtk	EVA STREJCOVÁ – first round (19th Chopin Competition, Warsaw)
false	2025-10-07T21:18:35Z	ekXbfRp2vgg	ANNOUNCEMENT OF THE RESULTS OF THE FIRST STAGE | OGŁOSZENIE WYNIKÓW I ETAPU
false	2025-10-07T20:06:35Z	U4eRWVfT5r0	The 19th International Fryderyk Chopin Piano Competition (evening session), 7.10.2025
true	2025-10-07T20:01:41Z	qF9JWNOWmpw	GABRIELE STRATA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T19:51:20Z	AC8nlVggzeY	MIYU SHINDO – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T19:33:18Z	iceKKr9MYMo	MANA SHOJI – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T18:32:29Z	IxO8ePmyndQ	HAO RAO – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T18:32:25Z	_TsxW7dZOpk	ZUZANNA SEJBUK – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T18:07:06Z	ez4FlQJrNRs	JUN SHIMADA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T17:00:28Z	QjdkzJ9LR_8	ANTHONY RATINOV – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T13:55:30Z	S3kIIPuTCQo	YEHUDA PROKOPOWICZ – first round (19th Chopin Competition, Warsaw)
false	2025-10-07T13:26:12Z	FiBDLkfG9P8	The 19th International Fryderyk Chopin Piano Competition (morning session), 7.10.2025
true	2025-10-07T13:00:15Z	C9DnR1saRXs	PIOTR PAWLAK – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T12:30:36Z	WtNls-oftAo	ARISA ONODA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T12:25:53Z	a_l04_9XMY4	YUYA NISHIMOTO – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T11:52:07Z	yYu_BRAx3-A	VINCENT ONG – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T11:17:33Z	uX1cIC9Wjz0	VIET TRUNG NGUYEN – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T10:24:05Z	lLmex4q4w_w	YULIA NAKASHIMA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T09:26:56Z	rxfhPkshIzw	YUMEKA NAKAGAWA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T05:44:35Z	CpoggB39Kf0	TIANKUN MA – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T05:44:26Z	4U3Ib3n04Wc	NATHALIA MILSTEIN  – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T05:44:20Z	i5LGdnv18BY	RUBEN MICIELI – first round (19th Chopin Competition, Warsaw)
true	2025-10-07T05:44:14Z	SshmboQc_YM	XUANYI MAO – first round (19th Chopin Competition, Warsaw)
false	2025-10-06T21:01:31Z	s4PMHXfre6M	Behind the scenes: Błękitna nuta | Blue Note
false	2025-10-06T20:20:42Z	l8hCaZ9XV8s	The 19th International Fryderyk Chopin Piano Competition (evening session), 6.10.2025
true	2025-10-06T19:22:21Z	oO5XI5HByHQ	TIANYAO LYU – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T19:17:09Z	pIVV-8zUv3w	PHILIPP LYNOV  – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T17:49:31Z	gZ0ZwM7Hz4Y	PEDRO LÓPEZ SALAS – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T17:46:19Z	aPeRW_7DOuY	HAO-WEI LIN – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T17:33:10Z	fDsgR3DhZio	ERIC LU – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T15:39:17Z	ilxUpLG3SNw	TIANYOU LI – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T14:28:48Z	WtEHW9g31Fc	LUWANGZI LI – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T14:27:16Z	28PSgw0uQbg	XIAOXUAN LI – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T14:19:45Z	ir4QfPym_gQ	ZHEXIANG LI – first round (19th Chopin Competition, Warsaw)
false	2025-10-06T14:09:12Z	f3nkiNASSsM	MAESTRA | trailer
false	2025-10-06T12:57:58Z	sIgtpt5Dlwk	The 19th International Fryderyk Chopin Piano Competition (morning session), 6.10.2025
true	2025-10-06T12:37:40Z	oJzgJoOD9_o	HYUK LEE – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T11:18:15Z	6kYkevl1Lbo	KWANWOOK LEE – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T11:01:26Z	6_vu_n0lzRA	HYO LEE – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T10:53:56Z	CAbYlYnwNuc	SHUSHI KYOMASU – first round (19th Chopin Competition, Warsaw)
true	2025-10-06T05:43:22Z	jEl5HP1R6vQ	KAITO KOBAYASHI – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T22:31:32Z	SPS49pGfcyk	SHIORI KUWAHARA – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T22:19:47Z	M3k8gBKymLU	MATEUSZ KRZYŻOWSKI – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T20:35:50Z	cxsW898BOr0	ANTONI KŁECZEK – first round (19th Chopin Competition, Warsaw)
false	2025-10-05T20:31:52Z	6YYhQB7OMns	The 19th International Fryderyk Chopin Piano Competition (evening session), 5.10.2025
true	2025-10-05T20:15:05Z	GGvptfPGQUI	DAVID KHRIKULI – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T18:42:16Z	9eJpMTfquG8	ADAM KAŁDUŃSKI  – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T18:37:24Z	smEpNcXN1xg	HASAN IGNATOV  – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T17:27:34Z	20DqtVbIdv8	ZIHAN JIN – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T16:39:08Z	q0NLHeQ_1-M	XIAOYU HU – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T14:02:45Z	LwYY1CuAnRY	WEI-TING HSIEH – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T13:30:51Z	UFtYPFj_tSk	ERIC GUO – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T13:08:51Z	9xCzXkrTU0w	SHUGUANG GONG – first round (19th Chopin Competition, Warsaw)
false	2025-10-05T12:41:43Z	VQvjC8BxaMU	The 19th International Fryderyk Chopin Piano Competition (morning session), 5.10.2025
true	2025-10-05T11:55:42Z	YQK_b4nhD5A	ALBERTO FERRO – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T11:38:27Z	iRbbCsvfgtU	YANG (JACK) GAO – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T11:28:56Z	d812WoT-UHY	YU-ANG FAN – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T10:33:20Z	PTRw7b80r5M	YUBO DENG – first round (19th Chopin Competition, Warsaw)
true	2025-10-05T09:34:16Z	MNn6aHddHaA	MATEUSZ DUBIEL – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T22:38:30Z	BAfWgF5JxFM	DIANA COOPER – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T22:35:06Z	hq-efaFnuoM	ATHENA DENG – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T22:08:23Z	xud-OjA-1qk	HOI LEONG (ZACH) CHEONG  – first round (19th Chopin Competition, Warsaw)
false	2025-10-04T21:49:57Z	FWs3BF13q3M	Behind the scenes: Before the 19th Chopin Competition | Przed XIX Konkursem Chopinowskim
true	2025-10-04T20:48:36Z	Yc0SSV-YD9s	ZIXI CHEN – first round (19th Chopin Competition, Warsaw)
false	2025-10-04T20:20:08Z	pPSyyuvcL_Q	The 19th International Fryderyk Chopin Piano Competition (evening session), 4.10.2025
true	2025-10-04T19:59:48Z	iZApAYKkPzY	KEVIN CHEN – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T19:53:49Z	FFRnpPwvCZI	XUEHONG CHEN – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T19:06:40Z	iLWIhoeolLw	MICHAŁ BASISTA – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T18:55:46Z	HXJ_6XhcAZs	KAI-MIN CHANG  – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T18:06:26Z	OR1bVsfQtws	YANYAN BAO – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T14:55:46Z	btu2XCm0k0M	JONAS AUMILLER – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T14:05:05Z	kAQtuk26ZHs	PIOTR ALEXEWICZ – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T13:24:49Z	RE2b7wrVXS8	JINGTING ZHU  – first round (19th Chopin Competition, Warsaw)
false	2025-10-04T12:57:32Z	hD1YY3ka7OU	The 19th International Fryderyk Chopin Piano Competition (morning session), 4.10.2025
true	2025-10-04T11:49:22Z	_EILBv60Gpk	HANYUAN ZHU – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T10:46:03Z	1416c41ohFY	YONGHUAN ZHONG  – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T10:19:34Z	hKkThdjHpYE	JACKY ZHANG – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T09:55:52Z	W6IwvFYNMys	ANDREY ZENIN  – first round (19th Chopin Competition, Warsaw)
true	2025-10-04T09:20:21Z	wiqy0-x5Uco	YUEWEN YU – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T21:09:41Z	zexkHtbHccw	YUANFAN YANG – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T21:09:38Z	dg6vVdyVNqE	WILLIAM YANG – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T20:45:08Z	O4vBU3KQ384	KUWAHARA Shiori | 19th International Chopin Piano Competition
false	2025-10-03T20:44:27Z	9o-oKQIVPqc	LYNOV Philipp | 19th International Chopin Piano Competition
false	2025-10-03T20:42:47Z	t8ksEInazCI	KRZYZOWSKI Mateusz | 19th International Chopin Piano Competition
false	2025-10-03T20:42:03Z	sJrdn7YCbvA	KOBAYASHI Kaito | 19th International Chopin Piano Competition
false	2025-10-03T20:41:25Z	c-HUn129Z7k	CHEN Kevin | 19th International Chopin Piano Competition
true	2025-10-03T20:37:00Z	pCERqgYv2A4	YICHEN YU – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T20:30:53Z	3D0-kCMvPpE	FANZE YANG – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T20:25:40Z	KUqPRvHpOM0	The 19th International Fryderyk Chopin Piano Competition (evening session), 3.10.2025
true	2025-10-03T18:59:43Z	VW6NdPRhBDs	MIKI YAMAGATA – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T18:43:48Z	62lQTEV-MU8	LEE Hyuk | 19th International Chopin Piano Competition
false	2025-10-03T18:43:02Z	KOr9bNuvPLc	LU Eric | 19th International Chopin Piano Competition
true	2025-10-03T18:36:03Z	NMKRpbaQLuU	RYOTA YAMAZAKI – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T18:18:37Z	bgJFOlUi_yA	YIFAN WU – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T18:17:45Z	ksk2O8nxzNA	AUMILLER Jonas | 19th International Chopin Piano Competition
false	2025-10-03T18:16:47Z	IBT16KiMRoA	RATINOV Anthony | 19th International Chopin Piano Competition
false	2025-10-03T18:15:22Z	0xf3Dow0HRs	Salas Lopez Pedro | 19th International Chopin Piano Competition
true	2025-10-03T16:59:55Z	XDB2Xd00C04	MAIQI WU – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T16:30:45Z	eiwS0BtZ9kY	VICTORIA WONG – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T14:12:42Z	SAAGxKCSu2M	KRZYSZTOF WIERCIŃSKI – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T13:32:55Z	iR9582NqKiE	JAN WIDLARZ – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T12:58:21Z	wHmaAz4hM-E	The 19th International Fryderyk Chopin Piano Competition (morning session), 3.10.2025
true	2025-10-03T12:57:40Z	uZK-393cXWs	ANDRZEJ WIERCIŃSKI – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T12:56:28Z	aYvLmTWqIFY	ZITONG WANG – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T12:33:07Z	8obrSgqo6Mw	RYAN WANG – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T12:33:02Z	DaY69MsHqj4	TOMOHARU USHIDA – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T12:32:57Z	nWgWFcXNL5o	CHUN LAM U – first round (19th Chopin Competition, Warsaw)
true	2025-10-03T12:32:53Z	GSqMVJ3kZRY	ZIYE TAO – first round (19th Chopin Competition, Warsaw)
false	2025-10-03T12:25:45Z	nl4kuLu7n60	PAWLAK Piotr | 19th International Chopin Piano Competition
false	2025-10-03T10:59:24Z	pb-zOlizqmk	FERRO Alberto | 19th International Chopin Piano Competition
false	2025-10-03T10:43:02Z	qfBDx9LgeSk	ALEXEWICZ Piotr | 19th International Chopin Piano Competition
false	2025-10-03T07:21:43Z	oGpFsCh1aqY	Yang William | 19th International Chopin Piano Competition
false	2025-10-02T20:22:18Z	rtO0e1QdTeM	Nadzwyczajny Koncert Inauguracyjny | Special Inaugural Concert of the 19th Chopin Competition
false	2025-10-02T12:58:33Z	m9NXUCOfkJ4	Garrick Ohlsson - about the 19th Chopin Competition | Garrick Ohlsson o XIX Konkursie Chopinowskim
false	2025-10-02T10:25:49Z	aDt8BQynu28	KYOMASU Shushi | 19th International Chopin Piano Competition
false	2025-10-02T10:24:28Z	FnwBEQVoYhk	ZHU Jingting | 19th International Chopin Piano Competition
false	2025-10-02T10:19:45Z	N4ejsbLqUZQ	ZHU Hanyuan | 19th International Chopin Piano Competition
false	2025-10-02T10:17:24Z	l6F_NORM6zE	YU Yichen | 19th International Chopin Piano Competition
false	2025-10-02T09:33:41Z	GZyfx0vjV40	WU Maiqi | 19th International Chopin Piano Competition
false	2025-10-02T09:27:16Z	rJ8anrR0wDw	USHIDA Tomoharu | 19th International Chopin Piano Competition
false	2025-10-02T09:25:18Z	LdC4QWd1RJg	SHOJI Mana | 19th International Chopin Piano Competition
false	2025-10-02T09:23:30Z	2sfgHtV7118	ONODA Arisa | 19th International Chopin Piano Competition
false	2025-10-02T09:20:52Z	RzBnXbM_A24	NAKASHIMA Yulia | 19th International Chopin Piano Competition
false	2025-10-02T09:15:07Z	KDi_FEY0zl8	LYU Tianyao | 19th International Chopin Piano Competition
false	2025-10-02T06:00:51Z	tWyB6L8xbZc	XIX Konkurs Chopinowski - Konferencja Inauguracyjna PL
false	2025-10-02T06:00:19Z	NkXlpo46NyA	The 19th Chopin Competition - Inaugural Conference
